district,murder,year
SRIKAKULAM,0,2011
"TIRUPATHI URBAN",0,2011
"VIJAYAWADA CITY",0,2011
"VIJAYAWADA RLY.",0,2011
VISAKHAPATNAM,0,2011
VIZIANAGARAM,0,2011
WARANGAL,0,2011
"WARANGAL URBAN",0,2011
"WEST GODAVARI",0,2011
ANJAW,0,2011
CHANGLANG,0,2011
"DIBANG VALLEY",0,2011
K/KUMEY,0,2011
"KAMENG EAST",0,2011
"KAMENG WEST",0,2011
"PAPUM PARE",0,2011
RURAL,0,2011
"SIANG EAST",0,2011
"SIANG UPPER",0,2011
"SIANG WEST",0,2011
"SUBANSIRI LOWER",0,2011
"SUBANSIRI UPPER",0,2011
TAWANG,0,2011
TIRAP,0,2011
"UPPER DIBANG VALLEY",0,2011
BARPETA,0,2011
BASKA,0,2011
BONGAIGAON,0,2011
C.I.D.,0,2011
CACHAR,0,2011
CHIRANG,0,2011
DARRANG,0,2011
DHEMAJI,0,2011
DHUBRI,0,2011
DIBRUGARH,0,2011
G.R.P.,0,2011
GOALPARA,0,2011
GOLAGHAT,0,2011
"GUWAHATI CITY",0,2011
HAILAKANDI,0,2011
JORHAT,0,2011
KAMRUP,0,2011
"KARBI ANGLONG",0,2011
KARIMGANJ,0,2011
KOKRAJHAR,0,2011
LAKHIMPUR,0,2011
MORIGAON,0,2011
N.C.HILLS,0,2011
NAGAON,0,2011
NALBARI,0,2011
R.P.O.,0,2011
SIBSAGAR,0,2011
SONITPUR,0,2011
TINSUKIA,0,2011
UDALGURI,0,2011
ARARIA,0,2011
ARWAL,0,2011
AURANGABAD,0,2011
BAGAHA,0,2011
BANKA,0,2011
BEGUSARAI,0,2011
BETTIAH,0,2011
BHABHUA,0,2011
BHAGALPUR,0,2011
BHOJPUR,0,2011
BUXAR,0,2011
DARBHANGA,0,2011
GAYA,0,2011
GOPALGANJ,0,2011
"JAMALPUR RLY.",0,2011
JEHANABAD,0,2011
KATIHAR,0,2011
"KATIHAR RLY.",0,2011
KHAGARIA,0,2011
KISHANGANJ,0,2011
LAKHISARAI,0,2011
MADHEPURA,0,2011
MADHUBANI,0,2011
MOTIHARI,0,2011
MUNGER,0,2011
MUZAFFARPUR,0,2011
"MUZAFFARPUR RLY.",0,2011
NALANDA,0,2011
NAUGACHIA,0,2011
NAWADAH,0,2011
PATNA,0,2011
"PATNA RLY.",0,2011
PURNEA,0,2011
ROHTAS,0,2011
SAHARSA,0,2011
SAMASTIPUR,0,2011
SARAN,0,2011
SHEIKHPURA,0,2011
SHEOHAR,0,2011
SITAMARHI,0,2011
SIWAN,0,2011
SUPAUL,0,2011
VAISHALI,0,2011
BIZAPUR,0,2011
DANTEWARA,0,2011
DHAMTARI,0,2011
"GRP RAIPUR",0,2011
KANKER,0,2011
MAHASAMUND,0,2011
RAIGARH,0,2011
RAIPUR,0,2011
SURAJPUR,0,2011
"NORTH GOA",0,2011
"SOUTH GOA",0,2011
"AHMEDABAD COMMR.",0,2011
AHWA-DANG,0,2011
AMRELI,0,2011
ANAND,0,2011
BHAVNAGAR,0,2011
"CID CRIME",0,2011
DAHOD,0,2011
JAMNAGAR,0,2011
JUNAGADH,0,2011
"KHEDA NORTH",0,2011
"KUTCH (EAST(G))",0,2011
"KUTCH (WEST-BHUJ)",0,2011
MEHSANA,0,2011
NARMADA,0,2011
PANCHMAHAL,0,2011
PATAN,0,2011
PORBANDAR,0,2011
"RAJKOT COMMR.",0,2011
"RAJKOT RURAL",0,2011
SURENDRANAGAR,0,2011
TAPI,0,2011
"VADODARA COMMR.",0,2011
"VADODARA RURAL",0,2011
VALSAD,0,2011
"W.RLY AHMEDABAD",0,2011
"W.RLY VADODARA",0,2011
AMBALA,0,2011
BHIWANI,0,2011
FARIDABAD,0,2011
FATEHABAD,0,2011
GRP,0,2011
GURGAON,0,2011
HISSAR,0,2011
JHAJJAR,0,2011
JIND,0,2011
KAITHAL,0,2011
KARNAL,0,2011
KURUKSHETRA,0,2011
MAHENDRAGARH,0,2011
MEWAT,0,2011
PALWAL,0,2011
PANCHKULA,0,2011
PANIPAT,0,2011
REWARI,0,2011
ROHTAK,0,2011
SIRSA,0,2011
SONIPAT,0,2011
YAMUNANAGAR,0,2011
BADDIPOLICEDIST,0,2011
BILASPUR,0,2011
CHAMBA,0,2011
CID,0,2011
G.R.P.,0,2011
HAMIRPUR,0,2011
KANGRA,0,2011
KINNAUR,0,2011
KULLU,0,2011
LAHAUL-SPITI,0,2011
MANDI,0,2011
SHIMLA,0,2011
SIRMAUR,0,2011
SOLAN,0,2011
UNA,0,2011
ANANTNAG,0,2011
AWANTIPORA,0,2011
BANDIPORA,0,2011
BARAMULLA,0,2011
BUDGAM,0,2011
"CRIME JAMMU",0,2011
"CRIME SRINAGAR",0,2011
DODA,0,2011
GANDERBAL,0,2011
HANDWARA,0,2011
JAMMU,0,2011
KARGIL,0,2011
KATHUA,0,2011
KISHTWAR,0,2011
KULGAM,0,2011
KUPWARA,0,2011
LEH,0,2011
POONCH,0,2011
PULWAMA,0,2011
"RAILWAYS JAMMU",0,2011
"RAILWAYS KASHMIR",0,2011
RAJOURI,0,2011
RAMBAN,0,2011
REASI,0,2011
SAMBA,0,2011
SHOPIAN,0,2011
SOPORE,0,2011
SRINAGAR,0,2011
UDHAMPUR,0,2011
BOKARO,0,2011
CHAIBASA,0,2011
CHATRA,0,2011
DEOGHAR,0,2011
DHANBAD,0,2011
"DHANBAD RLY.",0,2011
DUMKA,0,2011
GARHWA,0,2011
GIRIDIH,0,2011
GODDA,0,2011
GUMLA,0,2011
HAZARIBAGH,0,2011
"JAMSHEDPUR RLY.",0,2011
JAMTARA,0,2011
KHUNTI,0,2011
KODERMA,0,2011
LATEHAR,0,2011
LOHARDAGGA,0,2011
PAKUR,0,2011
PALAMU,0,2011
RAMGARH,0,2011
RANCHI,0,2011
SARAIKELA,0,2011
SIMDEGA,0,2011
BAGALKOT,0,2011
"BANGALORE COMMR.",0,2011
"BANGALORE RURAL",0,2011
BELLARY,0,2011
BIDAR,0,2011
BIJAPUR,0,2011
CBPURA,0,2011
CHAMARAJNAGAR,0,2011
CHICKMAGALUR,0,2011
CHITRADURGA,0,2011
"DAKSHIN KANNADA",0,2011
DAVANAGERE,0,2011
"DHARWAD COMMR.",0,2011
"DHARWAD RURAL",0,2011
GADAG,0,2011
GULBARGA,0,2011
HASSAN,0,2011
HAVERI,0,2011
K.G.F.,0,2011
KODAGU,0,2011
KOLAR,0,2011
KOPPAL,0,2011
MANDYA,0,2011
"MANGALORE CITY",0,2011
"MYSORE COMMR.",0,2011
"MYSORE RURAL",0,2011
RAICHUR,0,2011
RAILWAYS,0,2011
RAMANAGAR,0,2011
TUMKUR,0,2011
UDUPI,0,2011
"UTTAR KANNADA",0,2011
YADGIRI,0,2011
ALAPUZHA,0,2011
"ERNAKULAM COMMR.",0,2011
"ERNAKULAM RURAL",0,2011
IDUKKI,0,2011
KANNUR,0,2011
KASARGOD,0,2011
"KOLLAM COMMR.",0,2011
"KOLLAM RURAL",0,2011
KOTTAYAM,0,2011
"KOZHIKODE COMMR.",0,2011
"KOZHIKODE RURAL",0,2011
MALAPPURAM,0,2011
PALAKKAD,0,2011
PATHANAMTHITTA,0,2011
RAILWAYS,0,2011
"THRISSUR COMMR.",0,2011
"THRISSUR RURAL",0,2011
"TRIVANDRUM COMMR.",0,2011
"TRIVANDRUM RURAL",0,2011
WAYANADU,0,2011
BARWANI,0,2011
BHIND,0,2011
BHOPAL,0,2011
"BHOPAL RLY.",0,2011
BURHANPUR,0,2011
CHHATARPUR,0,2011
CHHINDWARA,0,2011
DATIYA,0,2011
DEWAS,0,2011
GUNA,0,2011
GWALIOR,0,2011
"INDORE RLY.",0,2011
JABALPUR,0,2011
"JABALPUR RLY.",0,2011
JHABUA,0,2011
MORENA,0,2011
NEEMUCH,0,2011
PANNA,0,2011
RAISEN,0,2011
RAJGARH,0,2011
RATLAM,0,2011
SHAJAPUR,0,2011
SHEOPUR,0,2011
SIDHI,0,2011
SIHORE,0,2011
TIKAMGARH,0,2011
VIDISHA,0,2011
AKOLA,0,2011
"AMRAVATI COMMR.",0,2011
"AMRAVATI RURAL",0,2011
"AURANGABAD COMMR.",0,2011
BEED,0,2011
BULDHANA,0,2011
CHANDRAPUR,0,2011
GONDIA,0,2011
HINGOLI,0,2011
JALGAON,0,2011
JALNA,0,2011
KOLHAPUR,0,2011
LATUR,0,2011
"MUMBAI COMMR.",0,2011
"MUMBAI RLY.",0,2011
"NAGPUR COMMR.",0,2011
"NAGPUR RLY.",0,2011
NANDED,0,2011
NANDURBAR,0,2011
"NASIK COMMR.",0,2011
"NASIK RURAL",0,2011
OSMANABAD,0,2011
PARBHANI,0,2011
"PUNE COMMR.",0,2011
"PUNE RLY.",0,2011
"PUNE RURAL",0,2011
RATNAGIRI,0,2011
SANGLI,0,2011
SATARA,0,2011
SINDHUDURG,0,2011
"SOLAPUR COMMR.",0,2011
"SOLAPUR RURAL",0,2011
"THANE COMMR.",0,2011
WARDHA,0,2011
BISHNUPUR,0,2011
CHANDEL,0,2011
CHURACHANDPUR,0,2011
CID,0,2011
"IMPHAL EAST",0,2011
"IMPHAL WEST",0,2011
SENAPATI,0,2011
TAMENGLONG,0,2011
THOUBAL,0,2011
UKHRUL,0,2011
"GARO HILLS EAST",0,2011
"GARO HILLS SOUTH",0,2011
"GARO HILLS WEST",0,2011
"JAINTIA HILLS",0,2011
"KHASI HILLS EAST",0,2011
"KHASI HILLS WEST",0,2011
RI-BHOI,0,2011
AIZAWL,0,2011
CHAMPHAI,0,2011
KOLASIB,0,2011
LAWNGTLAI,0,2011
LUNGLEI,0,2011
MAMIT,0,2011
SAIHA,0,2011
SERCHHIP,0,2011
DIMAPUR,0,2011
KIPHIRE,0,2011
KOHIMA,0,2011
LONGLENG,0,2011
MOKOKCHUNG,0,2011
MON,0,2011
PEREN,0,2011
PHEK,0,2011
TUENSANG,0,2011
WOKHA,0,2011
ZUNHEBOTO,0,2011
ANGUL,0,2011
BALASORE,0,2011
BARAGARH,0,2011
BERHAMPUR,0,2011
BHADRAK,0,2011
BOLANGIR,0,2011
BOUDH,0,2011
CUTTACK,0,2011
"DCP BBSR",0,2011
"DCP CTC",0,2011
DEOGARH,0,2011
DHENKANAL,0,2011
GAJAPATI,0,2011
GANJAM,0,2011
JAGATSINGHPUR,0,2011
JAJPUR,0,2011
KANDHAMAL,0,2011
KENDRAPARA,0,2011
KEONJHAR,0,2011
KHURDA,0,2011
KORAPUT,0,2011
MALKANGIR,0,2011
MAYURBHANJ,0,2011
NAYAGARH,0,2011
NOWRANGPUR,0,2011
NUAPADA,0,2011
PURI,0,2011
RAYAGADA,0,2011
ROURKELA,0,2011
SRP(CUTTACK),0,2011
SRP(ROURKELA),0,2011
SUNDARGARH,0,2011
AMRITSAR,0,2011
BARNALA,0,2011
BATALA,0,2011
BHATINDA,0,2011
"CP AMRITSAR",0,2011
"CP JALANDHAR",0,2011
"CP LUDHIANA",0,2011
FARIDKOT,0,2011
"FATEHGARH SAHIB",0,2011
FAZILKA,0,2011
FEROZPUR,0,2011
G.R.P,0,2011
GURDASPUR,0,2011
HOSHIARPUR,0,2011
JALANDHAR,0,2011
KAPURTHALA,0,2011
KHANNA,0,2011
LUDHIANA,0,2011
MANSA,0,2011
MOGA,0,2011
MUKTSAR,0,2011
PATHANKOT,0,2011
PATIALA,0,2011
ROPAR,0,2011
SANGRUR,0,2011
"SAS NGR",0,2011
"SBS NAGAR",0,2011
"TARN TARAN",0,2011
AJMER,0,2011
BARAN,0,2011
BHARATPUR,0,2011
BHILWARA,0,2011
BIKANER,0,2011
CHITTORGARH,0,2011
CHURU,0,2011
DAUSA,0,2011
DHOLPUR,0,2011
DUNGARPUR,0,2011
G.R.P.AJMER,0,2011
G.R.P.JODHPUR,0,2011
GANGANAGAR,0,2011
HANUMANGARH,0,2011
"JAIPUR EAST",0,2011
"JAIPUR NORTH",0,2011
"JAIPUR SOUTH",0,2011
"JAIPUR WEST",0,2011
JAISALMER,0,2011
JHUNJHUNU,0,2011
"JODHPUR CITY",0,2011
"JODHPUR RURAL",0,2011
KARAULI,0,2011
"KOTA RURAL",0,2011
NAGAUR,0,2011
PALI,0,2011
PRATAPGARH,0,2011
"SAWAI MADHOPUR",0,2011
SIKAR,0,2011
TONK,0,2011
UDAIPUR,0,2011
EAST,0,2011
NORTH,0,2011
SOUTH,0,2011
WEST,0,2011
ARIYALUR,0,2011
CHENNAI,0,2011
"CHENNAI RLY.",0,2011
"COIMBATORE RURAL",0,2011
"COIMBATORE URBAN",0,2011
CUDDALORE,0,2011
DHARMAPURI,0,2011
DINDIGUL,0,2011
ERODE,0,2011
KANCHIPURAM,0,2011
KANYAKUMARI,0,2011
KARUR,0,2011
KRISHNAGIRI,0,2011
"MADURAI RURAL",0,2011
"MADURAI URBAN",0,2011
NAGAPATTINAM,0,2011
NAMAKKAL,0,2011
NILGIRIS,0,2011
PERAMBALUR,0,2011
PUDUKOTTAI,0,2011
RAMNATHAPURAM,0,2011
"SALEM RURAL",0,2011
"SALEM URBAN",0,2011
SIVAGANGAI,0,2011
THANJAVUR,0,2011
THENI,0,2011
"THIRUNELVELI RURAL",0,2011
"THIRUNELVELI URBAN",0,2011
THIRUVALLUR,0,2011
THIRUVANNAMALAI,0,2011
THIRUVARUR,0,2011
THOOTHUGUDI,0,2011
TIRUPPUR,0,2011
"TRICHY RLY.",0,2011
"TRICHY RURAL",0,2011
"TRICHY URBAN",0,2011
VELLORE,0,2011
VILLUPURAM,0,2011
VIRUDHUNAGAR,0,2011
DHALAI,0,2011
GRP,0,2011
NORTH,0,2011
WEST,0,2011
AGRA,0,2011
ALIGARH,0,2011
ALLAHABAD,0,2011
"AMBEDKAR NAGAR",0,2011
AURAIYA,0,2011
AZAMGARH,0,2011
BADAUN,0,2011
BAGHPAT,0,2011
BAHRAICH,0,2011
BALLIA,0,2011
BALRAMPUR,0,2011
BANDA,0,2011
BARABANKI,0,2011
BAREILLY,0,2011
BASTI,0,2011
"BHIM NAGAR",0,2011
BIJNOR,0,2011
BULANDSHAHAR,0,2011
CHANDOLI,0,2011
"CHITRAKOOT DHAM",0,2011
"CSM NAGAR",0,2011
DEORIA,0,2011
ETAH,0,2011
ETAWAH,0,2011
FAIZABAD,0,2011
FATEHGARH,0,2011
FATEHPUR,0,2011
FIROZABAD,0,2011
G.R.P.,0,2011
"GAUTAMBUDH NAGAR",0,2011
GHAZIPUR,0,2011
GONDA,0,2011
GORAKHPUR,0,2011
HAMIRPUR,0,2011
HARDOI,0,2011
HATHRAS,0,2011
J.P.NAGAR,0,2011
JALAUN,0,2011
JAUNPUR,0,2011
JHANSI,0,2011
KANNAUJ,0,2011
"KANPUR NAGAR",0,2011
"KANSHIRAM NAGAR",0,2011
KAUSHAMBI,0,2011
KHIRI,0,2011
"KUSHI NAGAR",0,2011
LALITPUR,0,2011
LUCKNOW,0,2011
MAHARAJGANJ,0,2011
MAHOBA,0,2011
MATHURA,0,2011
MAU,0,2011
MEERUT,0,2011
MIRZAPUR,0,2011
MORADABAD,0,2011
MUZAFFARNAGAR,0,2011
"PANCHSHIL NAGAR",0,2011
PILIBHIT,0,2011
"PRABUDDH NAGAR",0,2011
PRATAPGARH,0,2011
RAIBAREILLY,0,2011
"RAMABAI NAGAR",0,2011
RAMPUR,0,2011
SAHARANPUR,0,2011
"SANT KABIRNAGAR",0,2011
SHAHJAHANPUR,0,2011
SHRAWASTI,0,2011
SIDHARTHNAGAR,0,2011
SITAPUR,0,2011
SONBHADRA,0,2011
ST.RAVIDASNAGAR,0,2011
SULTANPUR,0,2011
UNNAO,0,2011
VARANASI,0,2011
ALMORA,0,2011
BAGESHWAR,0,2011
CHAMOLI,0,2011
CHAMPAWAT,0,2011
DEHRADUN,0,2011
HARIDWAR,0,2011
NAINITAL,0,2011
"PAURI GARHWAL",0,2011
PITHORAGARH,0,2011
"RUDRA PRAYAG",0,2011
"TEHRI GARHWAL",0,2011
"UDHAMSINGH NAGAR",0,2011
UTTARKASHI,0,2011
"24 PARGANAS NORTH",0,2011
"24 PARGANAS SOUTH",0,2011
ASANSOL,0,2011
BANKURA,0,2011
BIRBHUM,0,2011
BURDWAN,0,2011
COOCHBEHAR,0,2011
"DAKSHIN DINAJPUR",0,2011
DARJEELING,0,2011
HOOGHLY,0,2011
HOWRAH,0,2011
"HOWRAH CITY",0,2011
"HOWRAH G.R.P.",0,2011
JALPAIGURI,0,2011
"KHARAGPUR G.R.P.",0,2011
KOLKATA,0,2011
MALDA,0,2011
MURSHIDABAD,0,2011
NADIA,0,2011
"PASCHIM MIDNAPUR",0,2011
"PURAB MIDNAPUR",0,2011
PURULIA,0,2011
"SEALDAH G.R.P.",0,2011
"SILIGURI G.R.P.",0,2011
"UTTAR DINAJPUR",0,2011
ANDAMAN,0,2011
NICOBAR,0,2011
CHANDIGARH,0,2011
"D and N HAVELI",0,2011
DAMAN,0,2011
DIU,0,2011
CAW,0,2011
CENTRAL,0,2011
"CRIME BRANCH",0,2011
EAST,0,2011
EOW,0,2011
GRP(RLY),0,2011
"IGI AIRPORT",0,2011
"NEW DELHI",0,2011
NORTH,0,2011
NORTH-EAST,0,2011
NORTH-WEST,0,2011
OUTER,0,2011
SOUTH,0,2011
SOUTH-EAST,0,2011
SOUTH-WEST,0,2011
STF,0,2011
WEST,0,2011
LAKSHADWEEP,0,2011
KARAIKAL,0,2011
PUDUCHERRY,0,2011
ADILABAD,0,2012
CHITTOOR,0,2012
CUDDAPAH,0,2012
"EAST GODAVARI",0,2012
"GUNTAKAL RLY.",0,2012
GUNTUR,0,2012
"GUNTUR URBAN",0,2012
"HYDERABAD CITY",0,2012
KARIMNAGAR,0,2012
KURNOOL,0,2012
PRAKASHAM,0,2012
RAJAHMUNDRY,0,2012
"RANGA REDDY",0,2012
"SECUNDERABAD RLY.",0,2012
SRIKAKULAM,0,2012
"TIRUPATHI URBAN",0,2012
"VIJAYAWADA CITY",0,2012
"VIJAYAWADA RLY.",0,2012
"VISAKHA RURAL",0,2012
VISAKHAPATNAM,0,2012
VIZIANAGARAM,0,2012
"WARANGAL URBAN",0,2012
"WEST GODAVARI",0,2012
ANJAW,0,2012
CHANGLANG,0,2012
"DIBANG VALLEY",0,2012
K/KUMEY,0,2012
"KAMENG EAST",0,2012
"KAMENG WEST",0,2012
LOHIT,0,2012
"PAPUM PARE",0,2012
RURAL,0,2012
"SIANG EAST",0,2012
"SIANG UPPER",0,2012
"SIANG WEST",0,2012
"SUBANSIRI LOWER",0,2012
"SUBANSIRI UPPER",0,2012
TAWANG,0,2012
TIRAP,0,2012
"UPPER DIBANG VALLEY",0,2012
BAKSA,0,2012
BARPETA,0,2012
BIEO,0,2012
BONGAIGAON,0,2012
C.I.D.,0,2012
CACHAR,0,2012
CHIRANG,0,2012
DARRANG,0,2012
DHEMAJI,0,2012
DHUBRI,0,2012
DIBRUGARH,0,2012
G.R.P.,0,2012
GOALPARA,0,2012
GOLAGHAT,0,2012
"GUWAHATI CITY",0,2012
HAILAKANDI,0,2012
HAMREN,0,2012
JORHAT,0,2012
KAMRUP,0,2012
"KARBI ANGLONG",0,2012
KARIMGANJ,0,2012
KOKRAJHAR,0,2012
LAKHIMPUR,0,2012
MORIGAON,0,2012
N.C.HILLS,0,2012
NAGAON,0,2012
NALBARI,0,2012
R.P.O.,0,2012
SIBSAGAR,0,2012
SONITPUR,0,2012
TINSUKIA,0,2012
UDALGURI,0,2012
ARARIA,0,2012
ARWAL,0,2012
AURANGABAD,0,2012
BAGAHA,0,2012
BANKA,0,2012
BEGUSARAI,0,2012
BETTIAH,0,2012
BHABHUA,0,2012
BHAGALPUR,0,2012
BHOJPUR,0,2012
BUXAR,0,2012
DARBHANGA,0,2012
GAYA,0,2012
GOPALGANJ,0,2012
"JAMALPUR RLY.",0,2012
JAMUI,0,2012
JEHANABAD,0,2012
KATIHAR,0,2012
"KATIHAR RLY.",0,2012
KHAGARIA,0,2012
KISHANGANJ,0,2012
LAKHISARAI,0,2012
MADHEPURA,0,2012
MADHUBANI,0,2012
MOTIHARI,0,2012
MUNGER,0,2012
MUZAFFARPUR,0,2012
"MUZAFFARPUR RLY.",0,2012
NALANDA,0,2012
NAUGACHIA,0,2012
NAWADAH,0,2012
PATNA,0,2012
"PATNA RLY.",0,2012
ROHTAS,0,2012
SAHARSA,0,2012
SAMASTIPUR,0,2012
SARAN,0,2012
SHEIKHPURA,0,2012
SHEOHAR,0,2012
SITAMARHI,0,2012
SIWAN,0,2012
SUPAUL,0,2012
VAISHALI,0,2012
BALOD,0,2012
"BALODA BAZAR",0,2012
BALRAMPUR,0,2012
BEMETARA,0,2012
BILASPUR,0,2012
BIZAPUR,0,2012
DHAMTARI,0,2012
DURG,0,2012
GARIYABAND,0,2012
"GRP RAIPUR",0,2012
JAGDALPUR,0,2012
JANJGIR,0,2012
KANKER,0,2012
MAHASAMUND,0,2012
RAIPUR,0,2012
RAJNANDGAON,0,2012
SUKMA,0,2012
"NORTH GOA",0,2012
"SOUTH GOA",0,2012
"AHMEDABAD COMMR.",0,2012
"AHMEDABAD RURAL",0,2012
AHWA-DANG,0,2012
AMRELI,0,2012
ANAND,0,2012
BHAVNAGAR,0,2012
"CID CRIME",0,2012
DAHOD,0,2012
GANDHINAGAR,0,2012
HIMATNAGAR,0,2012
JAMNAGAR,0,2012
JUNAGADH,0,2012
"KHEDA NORTH",0,2012
"KUTCH (EAST(G))",0,2012
"KUTCH (WEST-BHUJ)",0,2012
MEHSANA,0,2012
NARMADA,0,2012
NAVSARI,0,2012
PANCHMAHAL,0,2012
PATAN,0,2012
PORBANDAR,0,2012
"RAJKOT COMMR.",0,2012
"RAJKOT RURAL",0,2012
SURENDRANAGAR,0,2012
TAPI,0,2012
"VADODARA COMMR.",0,2012
VALSAD,0,2012
"W.RLY AHMEDABAD",0,2012
"W.RLY VADODARA",0,2012
"AMBALA RURAL",0,2012
"AMBALA URBAN",0,2012
BHIWANI,0,2012
FARIDABAD,0,2012
FATEHABAD,0,2012
GRP,0,2012
GURGAON,0,2012
HISSAR,0,2012
JHAJJAR,0,2012
JIND,0,2012
KAITHAL,0,2012
KARNAL,0,2012
KURUKSHETRA,0,2012
MAHENDRAGARH,0,2012
MEWAT,0,2012
PALWAL,0,2012
PANCHKULA,0,2012
PANIPAT,0,2012
REWARI,0,2012
ROHTAK,0,2012
SIRSA,0,2012
SONIPAT,0,2012
YAMUNANAGAR,0,2012
BADDIPOLICEDIST,0,2012
BILASPUR,0,2012
CHAMBA,0,2012
CID,0,2012
G.R.P.,0,2012
HAMIRPUR,0,2012
KANGRA,0,2012
KINNAUR,0,2012
KULLU,0,2012
LAHAUL-SPITI,0,2012
MANDI,0,2012
SHIMLA,0,2012
SIRMAUR,0,2012
SOLAN,0,2012
UNA,0,2012
ANANTNAG,0,2012
AWANTIPORA,0,2012
BANDIPORA,0,2012
BARAMULLA,0,2012
BUDGAM,0,2012
"CRIME JAMMU",0,2012
"CRIME SRINAGAR",0,2012
DODA,0,2012
GANDERBAL,0,2012
HANDWARA,0,2012
JAMMU,0,2012
KARGIL,0,2012
KATHUA,0,2012
KISHTWAR,0,2012
KULGAM,0,2012
KUPWARA,0,2012
LEH,0,2012
POONCH,0,2012
PULWAMA,0,2012
"RAILWAYS JAMMU",0,2012
"RAILWAYS KASHMIR",0,2012
"RAILWAYS KATRA",0,2012
RAJOURI,0,2012
RAMBAN,0,2012
REASI,0,2012
SAMBA,0,2012
SHOPIAN,0,2012
SOPORE,0,2012
SRINAGAR,0,2012
UDHAMPUR,0,2012
BOKARO,0,2012
CHAIBASA,0,2012
CHATRA,0,2012
DEOGHAR,0,2012
DHANBAD,0,2012
"DHANBAD RLY.",0,2012
DUMKA,0,2012
GIRIDIH,0,2012
GODDA,0,2012
HAZARIBAGH,0,2012
JAMSHEDPUR,0,2012
"JAMSHEDPUR RLY.",0,2012
JAMTARA,0,2012
KHUNTI,0,2012
KODERMA,0,2012
LATEHAR,0,2012
LOHARDAGGA,0,2012
PAKUR,0,2012
PALAMU,0,2012
RAMGARH,0,2012
RANCHI,0,2012
SAHEBGANJ,0,2012
SARAIKELA,0,2012
SIMDEGA,0,2012
"BANGALORE COMMR.",0,2012
"BANGALORE RURAL",0,2012
BELGAUM,0,2012
BELLARY,0,2012
BIDAR,0,2012
BIJAPUR,0,2012
CBPURA,0,2012
CHAMARAJNAGAR,0,2012
CHICKMAGALUR,0,2012
CHITRADURGA,0,2012
"DAKSHIN KANNADA",0,2012
DAVANAGERE,0,2012
"DHARWAD COMMR.",0,2012
GADAG,0,2012
GULBARGA,0,2012
HASSAN,0,2012
HAVERI,0,2012
KOLAR,0,2012
KOPPAL,0,2012
MANDYA,0,2012
"MANGALORE CITY",0,2012
"MYSORE COMMR.",0,2012
"MYSORE RURAL",0,2012
RAILWAYS,0,2012
RAMANAGAR,0,2012
SHIMOGA,0,2012
UDUPI,0,2012
"UTTAR KANNADA",0,2012
YADGIRI,0,2012
ALAPUZHA,0,2012
"ERNAKULAM COMMR.",0,2012
"ERNAKULAM RURAL",0,2012
IDUKKI,0,2012
KANNUR,0,2012
"KOLLAM COMMR.",0,2012
"KOLLAM RURAL",0,2012
KOTTAYAM,0,2012
"KOZHIKODE COMMR.",0,2012
"KOZHIKODE RURAL",0,2012
MALAPPURAM,0,2012
PALAKKAD,0,2012
PATHANAMTHITTA,0,2012
RAILWAYS,0,2012
"THRISSUR COMMR.",0,2012
"THRISSUR RURAL",0,2012
"TRIVANDRUM COMMR.",0,2012
"TRIVANDRUM RURAL",0,2012
WAYANADU,0,2012
ALIRAJPUR,0,2012
BHIND,0,2012
BHOPAL,0,2012
"BHOPAL RLY.",0,2012
BURHANPUR,0,2012
CHHATARPUR,0,2012
CHHINDWARA,0,2012
DATIYA,0,2012
GUNA,0,2012
HARDA,0,2012
"INDORE RLY.",0,2012
"JABALPUR RLY.",0,2012
MORENA,0,2012
RAJGARH,0,2012
REWA,0,2012
SHAJAPUR,0,2012
SHIVPURI,0,2012
SIDHI,0,2012
SIHORE,0,2012
SINGRAULI,0,2012
TIKAMGARH,0,2012
UMARIYA,0,2012
AHMEDNAGAR,0,2012
AKOLA,0,2012
"AMRAVATI COMMR.",0,2012
"AMRAVATI RURAL",0,2012
"AURANGABAD COMMR.",0,2012
"AURANGABAD RURAL",0,2012
BHANDARA,0,2012
BULDHANA,0,2012
DHULE,0,2012
GADCHIROLI,0,2012
HINGOLI,0,2012
JALGAON,0,2012
JALNA,0,2012
KOLHAPUR,0,2012
LATUR,0,2012
"MUMBAI COMMR.",0,2012
"MUMBAI RLY.",0,2012
"NAGPUR COMMR.",0,2012
"NAGPUR RLY.",0,2012
"NAGPUR RURAL",0,2012
NANDED,0,2012
NANDURBAR,0,2012
"NASIK COMMR.",0,2012
"NASIK RURAL",0,2012
"NAVI MUMBAI",0,2012
"PUNE COMMR.",0,2012
"PUNE RLY.",0,2012
"PUNE RURAL",0,2012
RAIGAD,0,2012
RATNAGIRI,0,2012
SANGLI,0,2012
SATARA,0,2012
SINDHUDURG,0,2012
"SOLAPUR COMMR.",0,2012
"THANE COMMR.",0,2012
BISHNUPUR,0,2012
CHANDEL,0,2012
CHURACHANDPUR,0,2012
CID,0,2012
"IMPHAL EAST",0,2012
"IMPHAL WEST",0,2012
SENAPATI,0,2012
TAMENGLONG,0,2012
THOUBAL,0,2012
UKHRUL,0,2012
"GARO HILLS EAST",0,2012
"GARO HILLS SOUTH",0,2012
"GARO HILLS WEST",0,2012
"JAINTIA HILLS",0,2012
"KHASI HILLS EAST",0,2012
"KHASI HILLS WEST",0,2012
RI-BHOI,0,2012
AIZAWL,0,2012
CHAMPHAI,0,2012
KOLASIB,0,2012
